,title,URL,Category,Goal,Total raised,Pct Original Goal,successful
651,Revamp The Hive - #HiveOpenDoor,https://www.crowdfunder.co.uk/hiveopendoor,Community,5949.152542372882,3510,59.0,False
652,Forfar Gala Week,https://www.crowdfunder.co.uk/forfar-gala-week,Community,2742.1875,3510,128.0,True
653,"Friendship, Cultural Understanding and Education",https://www.crowdfunder.co.uk/friendship-cultural-understanding-and-education,Community,3510.0,3510,100.0,True
654,Please help me pay for my mums funeral,https://www.crowdfunder.co.uk/please-help-me-pay-for-my-mums-funeral,Community,2999.1452991452993,3509,117.0,True
655,Save George,https://www.crowdfunder.co.uk/save-george,Community,3500.0,3500,100.0,True
656,One World Shop,https://www.crowdfunder.co.uk/oneworldshop,Community,19444.444444444445,3500,18.0,False
657,Yorkshire Three Peaks Challenge,https://www.crowdfunder.co.uk/yorkshire-three-peaks-challenge,Community,5000.0,3500,70.0,False
658,Stay Strong :),https://www.crowdfunder.co.uk/stay_strong,Community,3500.0,3500,100.0,True
659,Help Shannon with her long recovery ahead,https://www.crowdfunder.co.uk/help-shannon-with-her-long-recovery-ahead,Community,1000.0,3460,346.0,True
660,Cornwall: Inspire Our Children To Save Our Oceans,https://www.crowdfunder.co.uk/oceanplasticeducation,Community,4474.0259740259735,3445,77.0,False
661,Roman Living History,https://www.crowdfunder.co.uk/roman-living-history,Community,2991.304347826087,3440,115.0,True
662,Help save Totnes High Street!,https://www.crowdfunder.co.uk/save-totnes,Community,24571.428571428572,3440,14.0,False
663,AVIARD LIVE 2015 - COMMUNITY SHOWCASE CONCEPT,https://www.crowdfunder.co.uk/aviard-live-2015-community-showcase-concept,Community,6985.714285714286,3423,49.0,False
664,Time to End Loneliness,https://www.crowdfunder.co.uk/time-to-end-loneliness,Community,2998.245614035088,3418,114.0,True
665,"Carnegie Hall, Sandwick.  Roof Fund",https://www.crowdfunder.co.uk/carnegie-hall-sandwick-roof-fund,Community,20100.0,3417,17.0,False
666,Brighton School of Samba Van Crowdfund,https://www.crowdfunder.co.uk/brighton-school-samba,Community,7761.363636363636,3415,44.0,False
667,Arran's garden,https://www.crowdfunder.co.uk/arrans-garden,Community,1497.7973568281936,3400,227.0,True
668,Louise Foster's Funeral Fund,https://www.crowdfunder.co.uk/louise-fosters-funeral-fund-1,Community,7533.333333333333,3390,45.0,False
669,Harrison's Full Life,https://www.crowdfunder.co.uk/harrisons-full-life,Community,4017.857142857143,3375,84.0,False
670,"Transform The Old Library, Eastville!",https://www.crowdfunder.co.uk/transform-the-old-library-eastville,Community,19764.70588235294,3360,17.0,False
671,Realities of Fracking Leaflet,https://www.crowdfunder.co.uk/realities-of-fracking-leaflet-1,Community,2995.535714285714,3355,112.0,True
672,the southcart books bookshop big move,https://www.crowdfunder.co.uk/the-southcart-big-move,Community,3989.2857142857147,3351,84.0,False
673,Help us open a community preschool!,https://www.crowdfunder.co.uk/caterpillarspreschool,Community,3253.3980582524273,3351,103.0,True
674,Support YOUR local Leisure Centre,https://www.crowdfunder.co.uk/support-your-local-leisure-centre,Community,2991.964285714286,3351,112.0,True
675,Independent bookshop needs your help,https://www.crowdfunder.co.uk/independent-bookshop-needs-your-help,Community,2500.0,3350,134.0,True
676,For The Displaced Pets of The Italian Earthquake,https://www.crowdfunder.co.uk/for-the-displaced-pets-of-the-italian-earthquake,Community,998.5074626865671,3345,335.0,True
677,The Bristol Cable - A Citizen Media Co-op,https://www.crowdfunder.co.uk/thebristolcable,Community,3310.891089108911,3344,101.0,True
678,Regents Canal Living Waterway,https://www.crowdfunder.co.uk/regents-canal-living-waterway-1,Community,10121.212121212122,3340,33.0,False
679,"Share Your Lunch Swansea, Summer 2018",https://www.crowdfunder.co.uk/share-your-lunch-swansea-summer-2018,Community,4977.611940298508,3335,67.0,False
680,Keep The Mix in Mill Street,https://www.crowdfunder.co.uk/Keeping-The-Mix-in-Mill-Street,Community,3197.1153846153848,3325,104.0,True
681,Clear Lines,https://www.crowdfunder.co.uk/clearlines2017,Community,2990.990990990991,3320,111.0,True
682,Open Table community for LGBTQIA+ Christians in UK,https://www.crowdfunder.co.uk/open-table-community-for-lgbtqia-christians-in-uk,Community,15027.272727272728,3306,22.0,False
683,Ditchling Fly Group fundraising campaign 2018,https://www.crowdfunder.co.uk/ditchling-fly-group-fundraising-campaign-2018,Community,5007.575757575758,3305,66.0,False
684,"We are the Boobettes - Sarah, Brighton",https://www.crowdfunder.co.uk/we-are-the-boobettes-sarah-brighton,Community,500.0,3305,661.0,True
685,Creating the best ground around,https://www.crowdfunder.co.uk/pencarrowcricketclub,Community,3000.0,3300,110.0,True
686,Out of Knockando and into the World!,https://www.crowdfunder.co.uk/knockando-woolmill,Community,329000.0,3290,1.0,False
687,Sailing Forward,https://www.crowdfunder.co.uk/sailingforward,Community,3009.1743119266057,3280,109.0,True
688,Herne Hill People's Piano Academy,https://www.crowdfunder.co.uk/herne-hill-peoples-piano-academy,Community,1996.9512195121952,3275,164.0,True
689,Making our studio our home!,https://www.crowdfunder.co.uk/making-our-studio-our-home,Community,2493.8931297709923,3267,131.0,True
690,Island Project Animal Upgrades,https://www.crowdfunder.co.uk/islandprojectfarm,Community,3198.0392156862745,3262,102.0,True
691,Phil Boswell Election Campaign,https://www.crowdfunder.co.uk/phil-boswell-election-campaign,Community,4019.7530864197533,3256,81.0,False
692,B31 Voices - Bigger and Better,https://www.crowdfunder.co.uk/b31voices,Community,17100.0,3249,19.0,False
693,Support Festival Too,https://www.crowdfunder.co.uk/support-festival-too-,Community,7500.0,3225,43.0,False
694,Encephalitis Society - Food For Thought & Brain Cookery Book,https://www.crowdfunder.co.uk/encephalitis,Community,2496.124031007752,3220,129.0,True
695,Healing with Horticulture,https://www.crowdfunder.co.uk/healing-with-horticulture,Community,6978.260869565217,3210,46.0,False
696,New Leaf Greenhouse,https://www.crowdfunder.co.uk/newleaf,Community,3200.0,3200,100.0,True
697,Flooring for our new Guide centre,https://www.crowdfunder.co.uk/flooring-for-our-new-guide-centre,Community,7990.000000000001,3196,40.0,False
698,West Dunbartonshire SNP,https://www.crowdfunder.co.uk/WestDunSNP,Community,2985.981308411215,3195,107.0,True
699,M32 SPOT - DIY Skatepark and Community Space,https://www.crowdfunder.co.uk/m32-underpass-skatepark-and-community-space,Community,3004.7169811320755,3185,106.0,True
700,Why Don't You Club,https://www.crowdfunder.co.uk/Why-Dont-You,Community,1498.5849056603774,3177,212.0,True
701,The Refugee Yurt,https://www.crowdfunder.co.uk/the-refugee-yurt,Community,2500.0,3175,127.0,True
702,A bathroom for our new HQ,https://www.crowdfunder.co.uk/a-bathroom-for-our-new-hq,Community,2990.566037735849,3170,106.0,True
703,Derby Recovery Network,https://www.crowdfunder.co.uk/derby-recovery-network,Community,3000.9523809523807,3151,105.0,True
704,Tribe of Doris -Making it happen for everyone!,https://www.crowdfunder.co.uk/doris-1,Community,13125.0,3150,24.0,False
705,Miss Represented,https://www.crowdfunder.co.uk/miss-represented,Community,10161.290322580644,3150,31.0,False
706,Evah's Spirit CIC,https://www.crowdfunder.co.uk/evahs-spirit-cic,Community,2995.2380952380954,3145,105.0,True
707,A Voice for Animals in the General Election,https://www.crowdfunder.co.uk/a-voice-for-animals-in-the-general-election,Community,1497.6190476190477,3145,210.0,True
708,Hadrian's Wall Walk,https://www.crowdfunder.co.uk/hadrians-wall-walk,Community,2985.714285714286,3135,105.0,True
709,Digging Deep,https://www.crowdfunder.co.uk/jam-diggingdeep,Community,3009.6153846153848,3130,104.0,True
710,Penny Lane Wonder Wall,https://www.crowdfunder.co.uk/penny-lane-wonder-wall,Community,3001.923076923077,3122,104.0,True
711,Help me become Mayor of London,https://www.crowdfunder.co.uk/help-me-become-mayor-of-london,Community,2990.3846153846152,3110,104.0,True
712,Camden New Town Community Festival,https://www.crowdfunder.co.uk/camden-new-town-community-festival,Community,3009.7087378640776,3100,103.0,True
713,Beat & Bells Workshops for Schools,https://www.crowdfunder.co.uk/beat-bells-workshops-for-schools,Community,2000.0,3100,155.0,True
714,Lambeth GP Food Co-op,https://www.crowdfunder.co.uk/lambeth-gp-food-co-op,Community,38750.0,3100,8.0,False
715,Hornbeam Bakers Collective: Community Workshop,https://www.crowdfunder.co.uk/hornbeambakerscollective,Community,3004.854368932039,3095,103.0,True
716,Wool Skatepark,https://www.crowdfunder.co.uk/wool-skatepark,Community,2995.145631067961,3085,103.0,True
717,North Devon Permaculture,https://www.crowdfunder.co.uk/north-devon-permaculture,Community,2985.4368932038833,3075,103.0,True
718,Kings Heath Christmas lights fund,https://www.crowdfunder.co.uk/kings-heath-christmas-lights-fund,Community,14642.857142857141,3075,21.0,False
719,Promoting Emotional Wellbeing in Uganda,https://www.crowdfunder.co.uk/promoting-emotional-wellbeing-in-uganda,Community,2985.4368932038833,3075,103.0,True
720,Fundraising for Clown Training,https://www.crowdfunder.co.uk/fundraising-for-clown-training,Community,3010.7843137254904,3071,102.0,True
721,Not shutting up shop on Cheltenham's history,https://www.crowdfunder.co.uk/not-shutting-up-shop-on-cheltenhams-history,Community,3009.8039215686276,3070,102.0,True
722,Team Run Weally Cwick: Dan`s Wheelchair Fund,https://www.crowdfunder.co.uk/team_run_weally_cwick_dans_wheelchair_fund,Community,2005.8823529411764,3069,153.0,True
723,Sunshine for St Michael's,https://www.crowdfunder.co.uk/sunshine-for-st-michaels,Community,11796.153846153848,3067,26.0,False
724,The White Experience campaign,https://www.crowdfunder.co.uk/the-white-experience-campaign-1,Community,2003.2679738562092,3065,153.0,True
725,Benjamins Brothers,https://www.crowdfunder.co.uk/benjamins-brothers,Community,3001.9607843137255,3062,102.0,True
726,Operation: RefugEase,https://www.crowdfunder.co.uk/operationrefugease,Community,3001.9607843137255,3062,102.0,True
727,Norwich FoodHub,https://www.crowdfunder.co.uk/norwich-foodhub-c-i-c,Community,3001.9607843137255,3062,102.0,True
728,Art Therapy Cafe,https://www.crowdfunder.co.uk/art-therapy-cafe,Community,5016.393442622951,3060,61.0,False
729,Unity Grill,https://www.crowdfunder.co.uk/unity-grill-1,Community,2996.078431372549,3056,102.0,True
730,Mount Hawke Skate Park Re-build,https://www.crowdfunder.co.uk/mount-hawke-skate-park-re-build,Community,19093.75,3055,16.0,False
731,Turn to Nature - Eco Rehab,https://www.crowdfunder.co.uk/return-to-nature-eco-rehab,Community,17947.058823529413,3051,17.0,False
732,Parkside Rowing Challenge - Thames Row,https://www.crowdfunder.co.uk/parkside-rowing-challenge-thames-row,Community,2990.1960784313724,3050,102.0,True
733,Bristol Gets Growing 2018,https://www.crowdfunder.co.uk/get-growing-2018,Community,2985.2941176470586,3045,102.0,True
734,Stories & Art- a  free event for the  community,https://www.crowdfunder.co.uk/piedpiper,Community,3013.861386138614,3044,101.0,True
735,Celebrate our Century,https://www.crowdfunder.co.uk/penzance-cricket,Community,3009.9009900990095,3040,101.0,True
736,AggieCycles Bikes For Schools,https://www.crowdfunder.co.uk/aggiecycles-bikes-for-schools,Community,3009.9009900990095,3040,101.0,True
737,3000 mile road trip = £3000 for cool wheels.,https://www.crowdfunder.co.uk/3000-mile-road-trip-3000-for-cool-wheels,Community,3009.9009900990095,3040,101.0,True
738,Counselling Retreats for Campaigners and Carers,https://www.crowdfunder.co.uk/counsellingforsocialchange,Community,2998.0198019801983,3028,101.0,True
739,"""Our Muddy Puddle into Swan Lake""",https://www.crowdfunder.co.uk/our-muddy-puddle-into-swan-lake,Community,2996.039603960396,3026,101.0,True
740,Wembley FA Cup Final Villa Surfer Flag 20x20m,https://www.crowdfunder.co.uk/villafanwembleysurfer,Community,2002.6490066225165,3024,151.0,True
741,Miracle Godson Tribute Fund,https://www.crowdfunder.co.uk/miracle-godson-tribute-fund-2,Community,499.8347107438017,3024,605.0,True
742,Buy a tuk tuk for Lunahome!,https://www.crowdfunder.co.uk/buy-a-tuk-tuk-for-lunahome,Community,2992.079207920792,3022,101.0,True
743,Help me pay my rent!,https://www.crowdfunder.co.uk/help-me-pay-my-rent,Community,299.90069513406155,3020,1007.0,True
744,Sedbury Space,https://www.crowdfunder.co.uk/sedbury-space,Community,5020.0,3012,60.0,False
745,Flameworks Ignite : Education,https://www.crowdfunder.co.uk/flameworks-ignite-education,Community,2738.1818181818185,3012,110.0,True
746,Black Thursday - A Disability Arts Project,https://www.crowdfunder.co.uk/black-thursday,Community,3010.0,3010,100.0,True
747,WONDERLUST,https://www.crowdfunder.co.uk/wonderlust,Community,3010.0,3010,100.0,True
748,STOP CHILD SEX TRAFFICKING AND SLAVERY,https://www.crowdfunder.co.uk/stop-child-trafficking-and-slavery,Community,3008.0,3008,100.0,True
749,Thie Sheaynt Noo Mark,https://www.crowdfunder.co.uk/thie-sheaynt-noo-mark,Community,3003.0,3003,100.0,True
750,Rosa's Wheelchair Fund,https://www.crowdfunder.co.uk/rosas-wheelchair-fund,Community,2000.0,3000,150.0,True
751,CLASP,https://www.crowdfunder.co.uk/clasp,Community,3000.0,3000,100.0,True
752,"CAP  Debt Centre, Lewisham",https://www.crowdfunder.co.uk/cap-debt-centre-lewisham,Community,3000.0,3000,100.0,True
753,Help get U.D.P to the European Championships,https://www.crowdfunder.co.uk/help-get-udp-to-the-european-championships,Community,3000.0,3000,100.0,True
754,Community Memberships,https://www.crowdfunder.co.uk/community-memberships,Community,1000.0,3000,300.0,True
755,Medical help for Laurence,https://www.crowdfunder.co.uk/medical-help-for-laurence,Community,4991.666666666666,2995,60.0,False
756,Acorns 'n' Oaks Playgroups,https://www.crowdfunder.co.uk/https-www-acornsnoaks-org-uk-,Community,6500.0,2990,46.0,False
757,A Bucket List For A Better World,https://www.crowdfunder.co.uk/Tracykiss,Community,9936.666666666666,2981,30.0,False
758,The Festival of Thrift,https://www.crowdfunder.co.uk/the-festival-of-thrift,Community,7407.5,2963,40.0,False
759,Lucky’s studio,https://www.crowdfunder.co.uk/luckys-studio,Community,998.9795918367347,2937,294.0,True
760,Dominique: Acutely ill @ St Thomas's Hospital Lond,https://www.crowdfunder.co.uk/dominique-acutely-ill-st-thomass-hospital-lond,Community,4974.576271186441,2935,59.0,False
761,RefugEase: Container of aid for refugees in Lesbos,https://www.crowdfunder.co.uk/OperationRefugEaseInLesbos,Community,2344.0,2930,125.0,True
762,Croft Tearoom Community Interest Company,https://www.crowdfunder.co.uk/croft-tearoom-community-interest-company,Community,3010.3092783505153,2920,97.0,False
763,Audacious Veg Welcomes Refugees,https://www.crowdfunder.co.uk/audacious-veg-welcomes-refugees,Community,2493.162393162393,2917,117.0,True
764,Anahata Yoga Centre,https://www.crowdfunder.co.uk/anahata-yoga-centre,Community,3986.3013698630134,2910,73.0,False
765,Ivinghoe Together Fighting Fund,https://www.crowdfunder.co.uk/ivinghoe-together,Community,8055.555555555556,2900,36.0,False
766,MAKE:DO,https://www.crowdfunder.co.uk/makedo,Community,2004.861111111111,2887,144.0,True
767,Mossley Light Festival,https://www.crowdfunder.co.uk/mossley-light-festival-1,Community,2508.695652173913,2885,115.0,True
768,Lost Horizon is raising funds for a therapy yurt,https://www.crowdfunder.co.uk/help-us-raise-funds-for-a-therapy-yurt,Community,2880.0,2880,100.0,True
769,Norfolk Square Garden Project,https://www.crowdfunder.co.uk/norfolksquaregardenproject,Community,2250.0,2880,128.0,True
770,Brum Xmas Dinner 2018,https://www.crowdfunder.co.uk/brumxmasdinner2018,Community,3509.7560975609754,2878,82.0,False
771,CALAIS ACTION,https://www.crowdfunder.co.uk/calais-action,Community,998.2638888888889,2875,288.0,True
772,Freedom Fields - fostering happier families,https://www.crowdfunder.co.uk/Freedom-Fields,Community,2495.6521739130435,2870,115.0,True
773,"Your Death, Your Choice",https://www.crowdfunder.co.uk/yourdeathyourchoice,Community,47833.33333333333,2870,6.0,False
774,Stronger together,https://www.crowdfunder.co.uk/stronger-together,Community,2495.6521739130435,2870,115.0,True
775,Fowey Royal Regatta 2018,https://www.crowdfunder.co.uk/fowey-royal-regatta-2018,Community,2003.4965034965032,2865,143.0,True
776,Rang De UK,https://www.crowdfunder.co.uk/rang-de-uk,Community,5010.526315789474,2856,57.0,False
777,Community Wheelchair Rugby,https://www.crowdfunder.co.uk/community-wheelchair-rugby-3,Community,9844.827586206897,2855,29.0,False
778,Empowering Children Through Riding,https://www.crowdfunder.co.uk/think-like-a-pony,Community,1698.2142857142858,2853,168.0,True
779,Broadoaks Spring Clean 2018,https://www.crowdfunder.co.uk/broadoaks-spring-clean-2018,Community,2592.7272727272725,2852,110.0,True
780,Save Totterdown Centre,https://www.crowdfunder.co.uk/save-totterdown-centre,Community,142250.0,2845,2.0,False
781,Dominic’s bloody good send off,https://www.crowdfunder.co.uk/dominics-bloody-good-send-off,Community,4982.456140350878,2840,57.0,False
782,Ignition Newhaven - investing in young people,https://www.crowdfunder.co.uk/ignition-newhaven-investing-in-young-people,Community,1997.1830985915492,2836,142.0,True
783,Help Me Volunteer In South Africa,https://www.crowdfunder.co.uk/sponsorizzy,Community,2803.960396039604,2832,101.0,True
784,Calais Migrant Crisis,https://www.crowdfunder.co.uk/calais-migrant-crisis,Community,500.0,2830,566.0,True
785,Friends of Ian Hancock,https://www.crowdfunder.co.uk/friends-of-ian-hancock,Community,2994.68085106383,2815,94.0,False
786,Community Dog Park,https://www.crowdfunder.co.uk/community-dog-park,Community,2491.1504424778764,2815,113.0,True
787,Help the Zimbabwe Mighty Blind Football Warriors!,https://www.crowdfunder.co.uk/2019-ibsa-women-s-blind-football-camp-and-games,Community,2303.27868852459,2810,122.0,True
788,Saltersgate Playground Project,https://www.crowdfunder.co.uk/saltersgate-playground-project,Community,93666.66666666666,2810,3.0,False
789,Cycling Without Age - Newcastle upon Tyne,https://www.crowdfunder.co.uk/cycling-without-age-newcastle-upon-tyne,Community,7025.0,2810,40.0,False
790,Celebrating Diversity at 10th Salifest,https://www.crowdfunder.co.uk/10th-salifest,Community,2810.0,2810,100.0,True
791,The Market Overton Play Area Project,https://www.crowdfunder.co.uk/the-market-overton-play-area-project,Community,25454.545454545452,2800,11.0,False
792,Gairloch Heritage Museum,https://www.crowdfunder.co.uk/gairlochheritagemuseum,Community,55820.00000000001,2791,5.0,False
793,The Nazirite Challenge,https://www.crowdfunder.co.uk/the-nazirite-challenge,Community,2508.108108108108,2784,111.0,True
794,Help Diverse City tour 'Becoming',https://www.crowdfunder.co.uk/diversecity-ebya,Community,4967.857142857143,2782,56.0,False
795,Festival Too 2017,https://www.crowdfunder.co.uk/festival-too-2017,Community,9928.57142857143,2780,28.0,False
796,Nossa Senhora Fátima na Terra Santa,https://www.crowdfunder.co.uk/nossa-senhora-na-terra-santa,Community,2192.0,2740,125.0,True
797,Give Winnie Her Eyesight!,https://www.crowdfunder.co.uk/give-winnie-her-eyesight-,Community,2510.091743119266,2736,109.0,True
798,Walk In Space,https://www.crowdfunder.co.uk/walk-in-space,Community,3005.4945054945056,2735,91.0,False
799,Lynmouth Beachside Bonfire Bonanza,https://www.crowdfunder.co.uk/lyn-valley-bonfire-night-event,Community,2509.1743119266057,2735,109.0,True
800,#werunthis - for Clean Water,https://www.crowdfunder.co.uk/werunthis-for-clean-water,Community,39028.57142857143,2732,7.0,False
801,Chris Lill's Memorial Fund,https://www.crowdfunder.co.uk/chris-lills-memorial-fund,Community,2003.6764705882351,2725,136.0,True
802,Crowdfunding for Old Bakery Studios,https://www.crowdfunder.co.uk/oldbakerystudios,Community,5660.416666666666,2717,48.0,False
803,Carnoustie Christmas Lights,https://www.crowdfunder.co.uk/carnoustie-christmas-lights,Community,2510.185185185185,2711,108.0,True
804,Cobham Community Garden,https://www.crowdfunder.co.uk/cobham-community-garden,Community,2510.185185185185,2711,108.0,True
805,Arlo's Cabin,https://www.crowdfunder.co.uk/arlos-cabin,Community,1992.6470588235293,2710,136.0,True
806,Sponsor Yezidi Families,https://www.crowdfunder.co.uk/sponsor-yezidi-families-2,Community,5009.259259259259,2705,54.0,False
807,1ndependent15 Graduate Show Fundraiser,https://www.crowdfunder.co.uk/1ndependent15-graduate-show-fundraiser,Community,6000.0,2700,45.0,False
808,Let's help Debbie get some new Hair,https://www.crowdfunder.co.uk/lets-help-debbie-get-some-new-hair,Community,1500.0,2700,180.0,True
809,Imbewu Community Dialogue,https://www.crowdfunder.co.uk/imbewu-community-dialogue,Community,2000.0,2700,135.0,True
810,Dunstable War Memorial Refurbishment,https://www.crowdfunder.co.uk/dunstable-war-memorial-refurbishment,Community,53900.0,2695,5.0,False
811,Remembering Sara,https://www.crowdfunder.co.uk/remembering-sara,Community,4962.962962962963,2680,54.0,False
812,Satguru Sri Ramana Devi Mela,https://www.crowdfunder.co.uk/ssrd-mela,Community,2499.0654205607475,2674,107.0,True
813,One Life: a song for Ashraf,https://www.crowdfunder.co.uk/one-life-a-song-for-ashraf,Community,2497.196261682243,2672,107.0,True
814,Refugee Children in the UK Need Your Help,https://www.crowdfunder.co.uk/refugee-children-in-the-uk,Community,5039.622641509434,2671,53.0,False
815,Balfron War Memorial Restoration,https://www.crowdfunder.co.uk/balfron-war-memorial-restoration,Community,5037.735849056604,2670,53.0,False
816,Saving Lives in Glen Ogilvie,https://www.crowdfunder.co.uk/aed-for-glenogilvie,Community,2988.76404494382,2660,89.0,False
817,Help pay for Sasha's legal costs,https://www.crowdfunder.co.uk/help-pay-for-sashas-legal-costs,Community,200.0,2658,1329.0,True
818,Helping Neda and her Boys,https://www.crowdfunder.co.uk/helping-neda-and-her-boys,Community,2984.2696629213483,2656,89.0,False
819,Re-elect Green councillors in Brighton & Hove,https://www.crowdfunder.co.uk/re-elect-green-councillors-in-brighton-1,Community,2503.7735849056603,2654,106.0,True
820,SisterWorks,https://www.crowdfunder.co.uk/sisterworks,Community,5005.66037735849,2653,53.0,False
821,Let's help a wonderful family create memories,https://www.crowdfunder.co.uk/lets-help-a-wonderful-family-create-memories,Community,2500.0,2650,106.0,True
822,Hope,https://www.crowdfunder.co.uk/hope-1,Community,2500.0,2650,106.0,True
823,Virtual Doctors: empowering African health centres,https://www.crowdfunder.co.uk/virtual-doctors-empowering-african-health-centres,Community,7540.000000000001,2639,35.0,False
824,Elderley and Disabled Free plumbing and heating,https://www.crowdfunder.co.uk/elderley-and-disabled-free-plumbing-and-heating,Community,20292.307692307695,2638,13.0,False
825,Angus Solidarity for Refugees,https://www.crowdfunder.co.uk/angus-solidarity-for-refugees,Community,2509.5238095238096,2635,105.0,True
826,Wiston Lodge Games Hall,https://www.crowdfunder.co.uk/wiston-lodge-games-hall,Community,1996.212121212121,2635,132.0,True
827,Save North Devon Hedgehog Rescue,https://www.crowdfunder.co.uk/save-north-devon-hedgehog-rescue,Community,2504.7619047619046,2630,105.0,True
828,Women Supporting Social Entrepreneurs,https://www.crowdfunder.co.uk/women-supporting-social-entrepreneurs,Community,2003.81679389313,2625,131.0,True
829,Memory benches of coby for the family,https://www.crowdfunder.co.uk/memory-benches-of-coby-for-the-family,Community,1992.3664122137402,2610,131.0,True
830,Monifieth Christmas Lights,https://www.crowdfunder.co.uk/monifieth-christmas-lights,Community,2509.6153846153848,2610,104.0,True
831,Moleys Big Send Off,https://www.crowdfunder.co.uk/moleys-mersea-send-off,Community,5019.2307692307695,2610,52.0,False
832,Let's make London Warm - Help The Homeless,https://www.crowdfunder.co.uk/lets-make-london-warm-help-the-homeless,Community,2005.3846153846155,2607,130.0,True
833,Kirkliston Christmas Lights,https://www.crowdfunder.co.uk/kirkliston-christmas-lights,Community,399.6932515337423,2606,652.0,True
834,Take 50 Glasgow kids to panto for Christmas treat!,https://www.crowdfunder.co.uk/take-50-glasgow-kids-to-panto-for-christmas-treat,Community,998.0842911877394,2605,261.0,True
835,Memorial for Andrew Vernon Holloway,https://www.crowdfunder.co.uk/memorial-for-andrew-vernon-holloway,Community,10000.0,2600,26.0,False
836,Building on Noc's Box,https://www.crowdfunder.co.uk/building-on-noc-s-box,Community,1994.6153846153845,2593,130.0,True
837,A Byker Health Project,https://www.crowdfunder.co.uk/byker-health-project,Community,1993.8461538461538,2592,130.0,True
838,Photography for sustainable capacity building,https://www.crowdfunder.co.uk/photography-and-sustainable-capacity-building,Community,5180.0,2590,50.0,False
839,Something special for Kim Pappas,https://www.crowdfunder.co.uk/get-kim-some-bling,Community,3006.9767441860463,2586,86.0,False
840,Support the Govan Ferry,https://www.crowdfunder.co.uk/support-the-govan-ferry,Community,6011.627906976744,2585,43.0,False
841,Carlton Reeve - Independent for Sheffield Hallam,https://www.crowdfunder.co.uk/carltonreeve,Community,2509.7087378640776,2585,103.0,True
842,Transport ex-addicts to do charity work,https://www.crowdfunder.co.uk/transport-exaddicts-to-do-charity-work,Community,2406.5420560747666,2575,107.0,True
843,The art of surfing,https://www.crowdfunder.co.uk/artofsurfing,Community,1501.169590643275,2567,171.0,True
844,Calais Resilience Collective,https://www.crowdfunder.co.uk/calais-resilience-collective,Community,9846.153846153848,2560,26.0,False
845,Whip-round for Porty Earth staff (suddenly sacked),https://www.crowdfunder.co.uk/whip-round-for-porty-earth-staff-suddenly-sacked,Community,500.0,2560,512.0,True
846,West Norfolk Disability Information Service,https://www.crowdfunder.co.uk/west-norfolk-disability-information-service,Community,5013.725490196079,2557,51.0,False
847,Help Jamie swim with a Blue Whale #BeatCancer,https://www.crowdfunder.co.uk/help-jamie-swim-with-a-blue-whale-beatcancer,Community,2505.8823529411766,2556,102.0,True
848,Help Holst,https://www.crowdfunder.co.uk/help-holst,Community,7514.7058823529405,2555,34.0,False
849,Suffolk Green Party Candidates,https://www.crowdfunder.co.uk/suffolk-green-party-candidates,Community,1996.09375,2555,128.0,True
850,Old North Stables Teaching and Display Garden,https://www.crowdfunder.co.uk/thestables,Community,2500.0,2550,102.0,True
851,Brentford Penguins Football Club,https://www.crowdfunder.co.uk/brentford-penguins-football-club,Community,7968.75,2550,32.0,False
852,Help Scottish Greens win in Edinburgh East,https://www.crowdfunder.co.uk/help-scottish-greens-win-in-edinburgh-east,Community,2500.0,2550,102.0,True
853,Whalley & Billington Boxing Day floods 2015,https://www.crowdfunder.co.uk/whalley-billington-boxing-day-floods-2015,Community,2495.098039215686,2545,102.0,True
854,One thousand roses. London Bridge.,https://www.crowdfunder.co.uk/1000roseslondonbridge,Community,650.1278772378516,2542,391.0,True
855,Kosovo Sports Relief - Goalball,https://www.crowdfunder.co.uk/kosovo-sports-relief1,Community,4982.35294117647,2541,51.0,False
856,Help Paul at Temple,https://www.crowdfunder.co.uk/help-paul-at-temple,Community,2490.1960784313724,2540,102.0,True
857,Berwick Road And Seymour Court Rd Legal Fund,https://www.crowdfunder.co.uk/berwick-road-and-seymour-court-rd-legal-fund,Community,2000.0,2540,127.0,True
858,#Raise4Ruby,https://www.crowdfunder.co.uk/raise4ruby,Community,10160.0,2540,25.0,False
859,Retreat Yoga Studio,https://www.crowdfunder.co.uk/retreat-yoga-studio,Community,6045.2380952380945,2539,42.0,False
860,My Community Fish Box,https://www.crowdfunder.co.uk/my-community-fish-box,Community,2304.5454545454545,2535,110.0,True
861,Surrey Hills Community Radio Builds Second Studio,https://www.crowdfunder.co.uk/surrey-hills-radio-builds-second-studio,Community,2497.029702970297,2522,101.0,True
862,Save Leith Walk,https://www.crowdfunder.co.uk/save-leith-walk,Community,1000.0,2520,252.0,True
863,Steves Funeral,https://www.crowdfunder.co.uk/steves-funeral,Community,2000.0,2520,126.0,True
864,Popping For Parkinson's,https://www.crowdfunder.co.uk/popping-for-parkinsons,Community,2495.0495049504952,2520,101.0,True
865,Radiate Community Cafe,https://www.crowdfunder.co.uk/radiate-community-cafe,Community,2000.0,2520,126.0,True
866,Millbank fundraiser,https://www.crowdfunder.co.uk/millbank-fundraiser,Community,1500.0,2520,168.0,True
867,SOCIAL CANTEEN,https://www.crowdfunder.co.uk/social-canteen,Community,1996.0317460317458,2515,126.0,True
